justice,term,direction,issueArea
78,1967,2,2
81,1967,2,2
94,1967,2,2
98,1967,2,2
92,1967,2,2
95,1967,2,2
90,1967,2,2
97,1967,2,2
90,1967,NA,1
78,1967,1,1
81,1967,2,1
91,1967,1,1
92,1967,1,1
94,1967,1,1
95,1967,1,1
97,1967,1,1
98,1967,1,1
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,1,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,1,1
91,1967,1,3
78,1967,2,3
81,1967,2,3
94,1967,2,3
98,1967,2,3
92,1967,2,3
95,1967,2,3
90,1967,2,3
97,1967,2,3
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,2,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,2,1
91,1967,1,2
78,1967,2,2
81,1967,2,2
94,1967,2,2
98,1967,2,2
92,1967,2,2
95,1967,1,2
90,1967,2,2
97,1967,2,2
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,2,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,2,1
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,2,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,2,1
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,2,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,2,1
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,2,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,2,1
91,1967,1,1
78,1967,1,1
81,1967,2,1
94,1967,2,1
98,1967,2,1
92,1967,2,1
95,1967,1,1
90,1967,2,1
97,1967,2,1
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,2,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,1,2
90,1968,1,2
97,1968,2,2
91,1968,2,9
78,1968,2,9
81,1968,2,9
94,1968,2,9
98,1968,NA,9
92,1968,2,9
95,1968,2,9
90,1968,2,9
97,1968,NA,9
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
90,1968,2,8
78,1968,2,8
81,1968,2,8
91,1968,NA,8
92,1968,2,8
94,1968,2,8
95,1968,2,8
97,1968,2,8
98,1968,NA,8
91,1968,1,1
78,1968,2,1
81,1968,2,1
94,1968,1,1
98,1968,1,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
97,1968,1,1
90,1968,2,9
78,1968,2,9
81,1968,2,9
91,1968,2,9
92,1968,2,9
94,1968,2,9
95,1968,2,9
97,1968,2,9
98,1968,2,9
91,1968,1,8
78,1968,1,8
81,1968,1,8
94,1968,1,8
98,1968,1,8
92,1968,1,8
95,1968,1,8
90,1968,1,8
97,1968,1,8
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,1,8
78,1968,2,8
81,1968,1,8
94,1968,1,8
98,1968,1,8
92,1968,1,8
95,1968,1,8
90,1968,1,8
97,1968,1,8
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
97,1968,2,1
91,1968,1,10
78,1968,1,10
81,1968,2,10
94,1968,1,10
98,1968,1,10
92,1968,1,10
95,1968,1,10
90,1968,1,10
97,1968,NA,10
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,1,8
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
90,1968,2,1
78,1968,1,1
81,1968,2,1
91,1968,1,1
92,1968,2,1
94,1968,NA,1
95,1968,NA,1
97,1968,2,1
98,1968,2,1
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,1,9
78,1968,1,9
81,1968,2,9
94,1968,2,9
98,1968,NA,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,NA,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,2,8
92,1968,2,8
95,1968,1,8
90,1968,2,8
97,1968,2,8
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,2,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
91,1968,2,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,1,2
95,1968,1,2
90,1968,2,2
97,1968,2,2
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
90,1968,1,3
78,1968,NA,3
81,1968,1,3
91,1968,1,3
92,1968,1,3
94,1968,1,3
95,1968,1,3
97,1968,1,3
98,1968,1,3
91,1968,2,4
78,1968,2,4
81,1968,2,4
94,1968,2,4
98,1968,2,4
92,1968,2,4
95,1968,2,4
90,1968,2,4
97,1968,2,4
91,1968,1,1
78,1968,1,1
81,1968,1,1
94,1968,1,1
98,1968,1,1
92,1968,1,1
95,1968,NA,1
90,1968,1,1
97,1968,1,1
91,1968,1,12
78,1968,2,12
81,1968,1,12
94,1968,1,12
98,1968,2,12
92,1968,2,12
95,1968,2,12
90,1968,2,12
97,1968,2,12
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,2,9
78,1968,2,9
81,1968,2,9
94,1968,2,9
98,1968,2,9
92,1968,2,9
95,1968,2,9
90,1968,2,9
97,1968,2,9
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,1,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
91,1968,1,2
78,1968,1,2
81,1968,1,2
94,1968,1,2
98,1968,1,2
92,1968,1,2
95,1968,1,2
90,1968,1,2
97,1968,1,2
91,1968,2,7
78,1968,2,7
81,1968,1,7
94,1968,2,7
98,1968,2,7
92,1968,2,7
95,1968,2,7
90,1968,2,7
97,1968,2,7
91,1968,1,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
97,1968,2,2
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,2,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
97,1968,2,2
91,1968,2,9
78,1968,2,9
81,1968,2,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,2,9
90,1968,1,2
78,1968,1,2
81,1968,NA,2
91,1968,NA,2
92,1968,1,2
94,1968,1,2
95,1968,1,2
97,1968,1,2
98,1968,1,2
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,NA,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,1,1
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,2,8
78,1968,1,8
81,1968,2,8
94,1968,2,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,1,1
95,1968,1,1
90,1968,2,1
97,1968,1,1
91,1968,2,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,1,2
90,1968,2,2
97,1968,2,2
91,1968,1,3
78,1968,1,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,2,8
78,1968,2,8
81,1968,2,8
94,1968,2,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
91,1968,1,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
97,1968,2,2
91,1968,2,10
78,1968,1,10
81,1968,2,10
94,1968,2,10
98,1968,NA,10
92,1968,2,10
95,1968,2,10
90,1968,NA,10
97,1968,2,10
91,1968,2,10
78,1968,1,10
81,1968,1,10
94,1968,2,10
98,1968,NA,10
92,1968,2,10
95,1968,2,10
90,1968,NA,10
97,1968,2,10
91,1968,NA,10
78,1968,NA,10
81,1968,NA,10
94,1968,NA,10
98,1968,NA,10
92,1968,NA,10
95,1968,NA,10
90,1968,NA,10
97,1968,NA,10
91,1968,1,9
78,1968,1,9
81,1968,2,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,2,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,NA,8
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,NA,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,NA,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,1,1
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,NA,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,NA,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
97,1968,2,1
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,1,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
97,1968,2,1
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
97,1968,2,1
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,1,1
78,1968,1,1
81,1968,1,1
94,1968,1,1
98,1968,NA,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
97,1968,1,1
90,1968,NA,2
78,1968,NA,2
81,1968,NA,2
91,1968,NA,2
92,1968,NA,2
94,1968,NA,2
95,1968,NA,2
97,1968,NA,2
98,1968,NA,2
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
97,1968,NA,1
91,1968,1,9
78,1968,1,9
81,1968,2,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,2,9
91,1968,2,2
78,1968,NA,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,1,2
90,1968,2,2
97,1968,2,2
91,1968,1,7
78,1968,2,7
81,1968,2,7
94,1968,2,7
98,1968,NA,7
92,1968,1,7
95,1968,1,7
90,1968,1,7
97,1968,NA,7
91,1968,2,9
78,1968,NA,9
81,1968,2,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,2,8
78,1968,2,8
81,1968,2,8
94,1968,2,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
91,1968,2,7
78,1968,1,7
81,1968,2,7
94,1968,2,7
98,1968,NA,7
92,1968,2,7
95,1968,2,7
90,1968,2,7
97,1968,2,7
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
97,1968,2,1
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
90,1968,1,1
78,1968,1,1
81,1968,1,1
91,1968,1,1
92,1968,1,1
94,1968,1,1
95,1968,1,1
97,1968,NA,1
98,1968,1,1
91,1968,1,1
78,1968,1,1
81,1968,1,1
94,1968,1,1
98,1968,1,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
97,1968,1,1
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,2,8
92,1968,2,8
95,1968,1,8
90,1968,2,8
97,1968,1,8
91,1968,1,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,1,2
90,1968,2,2
97,1968,2,2
91,1968,1,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,1,2
90,1968,2,2
97,1968,2,2
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
97,1968,2,3
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,2,1
91,1968,2,3
78,1968,1,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,1,3
90,1968,1,3
97,1968,1,3
91,1968,1,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,1,2
97,1968,2,2
91,1968,1,12
78,1968,2,12
81,1968,1,12
94,1968,1,12
98,1968,2,12
92,1968,2,12
95,1968,2,12
90,1968,2,12
97,1968,2,12
90,1968,2,8
78,1968,2,8
81,1968,2,8
91,1968,NA,8
92,1968,2,8
94,1968,2,8
95,1968,2,8
97,1968,NA,8
98,1968,NA,8
90,1968,2,3
78,1968,2,3
81,1968,2,3
91,1968,NA,3
92,1968,2,3
94,1968,NA,3
95,1968,1,3
97,1968,NA,3
98,1968,2,3
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
97,1968,NA,1
91,1968,1,1
78,1968,1,1
81,1968,1,1
94,1968,1,1
98,1968,1,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
97,1968,NA,1
91,1968,2,12
78,1968,2,12
81,1968,1,12
94,1968,2,12
98,1968,2,12
92,1968,2,12
95,1968,2,12
90,1968,2,12
97,1968,2,12
91,1968,2,9
78,1968,1,9
81,1968,2,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,1,9
91,1968,2,8
78,1968,2,8
81,1968,1,8
94,1968,2,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
97,1968,2,8
90,1968,1,2
78,1968,1,2
81,1968,1,2
91,1968,1,2
92,1968,1,2
94,1968,1,2
95,1968,1,2
97,1968,1,2
98,1968,1,2
91,1968,1,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
97,1968,2,2
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
97,1968,NA,9
90,1968,1,1
78,1968,2,1
81,1968,2,1
91,1968,1,1
92,1968,1,1
94,1968,1,1
95,1968,1,1
97,1968,1,1
98,1968,1,1
91,1968,2,10
78,1968,2,10
81,1968,2,10
94,1968,2,10
98,1968,NA,10
92,1968,2,10
95,1968,2,10
90,1968,NA,10
97,1968,2,10
91,1968,1,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
97,1968,2,2
91,1968,1,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
97,1968,2,2
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
91,1968,1,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,1,2
95,1968,1,2
90,1968,1,2
91,1968,2,4
78,1968,1,4
81,1968,1,4
94,1968,2,4
98,1968,2,4
92,1968,2,4
95,1968,2,4
90,1968,2,4
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,2,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
90,1968,2,1
78,1968,2,1
81,1968,2,1
91,1968,1,1
92,1968,1,1
94,1968,1,1
95,1968,1,1
98,1968,1,1
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,1,8
92,1968,1,8
95,1968,1,8
90,1968,2,8
91,1968,1,10
78,1968,1,10
81,1968,1,10
94,1968,1,10
98,1968,1,10
92,1968,1,10
95,1968,1,10
90,1968,1,10
91,1968,2,2
78,1968,2,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
90,1968,1,9
78,1968,1,9
81,1968,NA,9
91,1968,1,9
92,1968,1,9
94,1968,1,9
95,1968,1,9
98,1968,1,9
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
91,1968,2,1
78,1968,2,1
81,1968,2,1
94,1968,1,1
98,1968,1,1
92,1968,1,1
95,1968,1,1
90,1968,1,1
91,1968,2,2
78,1968,2,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
91,1968,1,1
78,1968,1,1
81,1968,1,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
91,1968,1,2
78,1968,2,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,1,2
90,1968,2,2
91,1968,2,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,2,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,2,12
78,1968,2,12
81,1968,1,12
94,1968,NA,12
98,1968,2,12
92,1968,2,12
95,1968,2,12
90,1968,2,12
91,1968,1,1
78,1968,2,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
91,1968,2,2
78,1968,1,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,2,8
78,1968,2,8
81,1968,2,8
94,1968,2,8
98,1968,2,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
91,1968,2,3
78,1968,2,3
81,1968,NA,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
91,1968,2,9
78,1968,2,9
81,1968,2,9
94,1968,2,9
98,1968,2,9
92,1968,2,9
95,1968,2,9
90,1968,2,9
91,1968,1,9
78,1968,2,9
81,1968,2,9
94,1968,1,9
98,1968,2,9
92,1968,2,9
95,1968,1,9
90,1968,2,9
91,1968,2,3
78,1968,2,3
81,1968,2,3
94,1968,2,3
98,1968,2,3
92,1968,2,3
95,1968,2,3
90,1968,2,3
91,1968,2,2
78,1968,2,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,1,9
78,1968,2,9
81,1968,2,9
94,1968,1,9
98,1968,NA,9
92,1968,2,9
95,1968,NA,9
90,1968,2,9
91,1968,2,9
78,1968,2,9
81,1968,2,9
94,1968,1,9
98,1968,2,9
92,1968,2,9
95,1968,2,9
90,1968,2,9
91,1968,2,7
78,1968,2,7
81,1968,2,7
94,1968,2,7
98,1968,2,7
92,1968,2,7
95,1968,2,7
90,1968,2,7
91,1968,1,2
78,1968,1,2
81,1968,2,2
94,1968,1,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,NA,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,1,8
92,1968,2,8
95,1968,2,8
90,1968,2,8
91,1968,1,8
78,1968,2,8
81,1968,2,8
94,1968,1,8
98,1968,1,8
92,1968,1,8
95,1968,1,8
90,1968,2,8
90,1968,2,9
78,1968,2,9
81,1968,2,9
91,1968,2,9
92,1968,2,9
94,1968,2,9
95,1968,NA,9
98,1968,2,9
91,1968,2,2
78,1968,2,2
81,1968,2,2
94,1968,2,2
98,1968,2,2
92,1968,2,2
95,1968,2,2
90,1968,2,2
91,1968,1,9
78,1968,1,9
81,1968,1,9
94,1968,1,9
98,1968,1,9
92,1968,1,9
95,1968,1,9
90,1968,1,9
91,1968,1,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
91,1968,1,1
78,1968,2,1
81,1968,2,1
94,1968,1,1
98,1968,2,1
92,1968,2,1
95,1968,2,1
90,1968,2,1
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
91,1968,2,1
78,1968,1,1
81,1968,2,1
94,1968,2,1
98,1968,2,1
92,1968,2,1
95,1968,1,1
90,1968,2,1
91,1968,2,2
78,1968,1,2
81,1968,1,2
94,1968,1,2
98,1968,1,2
92,1968,2,2
95,1968,1,2
90,1968,1,2
99,1969,2,8
78,1969,2,8
81,1969,2,8
91,1969,NA,8
92,1969,2,8
94,1969,NA,8
95,1969,2,8
98,1969,2,8
91,1969,2,2
78,1969,2,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,2,2
91,1969,1,1
78,1969,2,1
81,1969,2,1
94,1969,1,1
98,1969,1,1
92,1969,1,1
95,1969,1,1
99,1969,1,1
91,1969,1,2
78,1969,1,2
81,1969,1,2
94,1969,1,2
98,1969,1,2
92,1969,1,2
95,1969,1,2
99,1969,1,2
91,1969,1,2
78,1969,1,2
81,1969,1,2
94,1969,1,2
98,1969,2,2
92,1969,2,2
95,1969,1,2
99,1969,1,2
91,1969,2,8
78,1969,2,8
81,1969,2,8
94,1969,2,8
98,1969,2,8
92,1969,2,8
95,1969,2,8
99,1969,NA,8
91,1969,1,3
78,1969,2,3
81,1969,2,3
94,1969,1,3
98,1969,1,3
92,1969,1,3
95,1969,1,3
99,1969,1,3
91,1969,1,1
78,1969,2,1
81,1969,2,1
94,1969,1,1
98,1969,1,1
92,1969,1,1
95,1969,1,1
99,1969,1,1
91,1969,1,1
78,1969,2,1
81,1969,2,1
94,1969,1,1
98,1969,1,1
92,1969,1,1
95,1969,1,1
99,1969,1,1
91,1969,1,9
78,1969,1,9
81,1969,1,9
94,1969,1,9
98,1969,1,9
92,1969,1,9
95,1969,1,9
99,1969,1,9
91,1969,2,1
78,1969,1,1
81,1969,2,1
94,1969,2,1
98,1969,2,1
92,1969,2,1
95,1969,2,1
99,1969,2,1
91,1969,1,3
78,1969,2,3
81,1969,2,3
94,1969,2,3
98,1969,2,3
92,1969,2,3
95,1969,2,3
99,1969,1,3
91,1969,1,10
78,1969,1,10
81,1969,2,10
94,1969,2,10
98,1969,1,10
92,1969,1,10
95,1969,1,10
99,1969,1,10
91,1969,1,7
78,1969,2,7
81,1969,2,7
94,1969,2,7
98,1969,2,7
92,1969,2,7
95,1969,2,7
99,1969,1,7
91,1969,2,9
78,1969,2,9
81,1969,2,9
94,1969,2,9
98,1969,2,9
92,1969,2,9
95,1969,2,9
99,1969,2,9
91,1969,2,8
78,1969,1,8
81,1969,2,8
94,1969,2,8
98,1969,NA,8
92,1969,2,8
95,1969,1,8
99,1969,NA,8
91,1969,1,8
78,1969,2,8
81,1969,2,8
94,1969,1,8
98,1969,1,8
92,1969,2,8
95,1969,1,8
99,1969,1,8
91,1969,2,2
78,1969,2,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,2,2
91,1969,1,2
78,1969,2,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,1,2
99,1969,1,2
99,1969,NA,9
78,1969,1,9
81,1969,NA,9
91,1969,NA,9
92,1969,1,9
94,1969,1,9
95,1969,1,9
98,1969,1,9
91,1969,2,2
78,1969,2,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,2,2
91,1969,2,2
78,1969,1,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,2,2
91,1969,2,2
78,1969,2,2
81,1969,2,2
94,1969,1,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,1,2
91,1969,2,2
78,1969,2,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,2,2
91,1969,1,2
78,1969,1,2
81,1969,2,2
94,1969,1,2
98,1969,1,2
92,1969,1,2
95,1969,1,2
99,1969,1,2
91,1969,2,2
78,1969,2,2
81,1969,2,2
94,1969,2,2
98,1969,2,2
92,1969,2,2
95,1969,2,2
99,1969,2,2
91,1969,1,9
78,1969,1,9
81,1969,1,9
94,1969,1,9
98,1969,1,9
92,1969,1,9
95,1969,1,9
99,1969,1,9
91,1969,1,1
78,1969,1,1
81,1969,1,1
94,1969,1,1
98,1969,1,1
92,1969,1,1
95,1969,1,1
99,1969,1,1
99,1969,1,3
78,1969,1,3
81,1969,NA,3
91,1969,1,3
92,1969,1,3
94,1969,1,3
95,1969,1,3
