justice,term,direction,issueArea
95,1977,2,12
99,1977,1,12
100,1977,1,12
101,1977,2,12
102,1977,2,12
103,1977,2,12
99,1977,NA,NA
92,1977,NA,NA
94,1977,NA,NA
95,1977,NA,NA
98,1977,NA,NA
100,1977,NA,NA
101,1977,NA,NA
102,1977,NA,NA
103,1977,NA,NA
94,1977,1,2
98,1977,2,2
92,1977,2,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
94,1977,1,1
98,1977,2,1
92,1977,2,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,2,1
94,1977,2,3
98,1977,2,3
92,1977,2,3
95,1977,1,3
99,1977,1,3
100,1977,2,3
101,1977,2,3
102,1977,1,3
103,1977,2,3
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,2,2
101,1977,2,2
102,1977,2,2
103,1977,2,2
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,2,2
101,1977,2,2
102,1977,2,2
103,1977,2,2
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,2,1
94,1977,1,2
98,1977,2,2
92,1977,2,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,2,1
103,1977,NA,1
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,2,9
98,1977,2,9
92,1977,2,9
95,1977,2,9
99,1977,2,9
100,1977,2,9
101,1977,2,9
102,1977,1,9
103,1977,1,9
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,9
98,1977,2,9
92,1977,2,9
95,1977,2,9
99,1977,2,9
100,1977,2,9
101,1977,2,9
102,1977,2,9
103,1977,2,9
94,1977,2,8
98,1977,1,8
92,1977,2,8
95,1977,1,8
99,1977,1,8
100,1977,2,8
101,1977,1,8
102,1977,1,8
103,1977,2,8
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,NA,8
101,1977,1,8
102,1977,1,8
103,1977,2,8
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,2,1
103,1977,2,1
94,1977,2,7
98,1977,1,7
92,1977,1,7
95,1977,1,7
99,1977,1,7
100,1977,2,7
101,1977,1,7
102,1977,1,7
103,1977,2,7
99,1977,NA,8
92,1977,NA,8
94,1977,NA,8
95,1977,NA,8
98,1977,NA,8
100,1977,NA,8
101,1977,NA,8
102,1977,NA,8
103,1977,NA,8
94,1977,1,1
98,1977,2,1
92,1977,2,1
95,1977,1,1
99,1977,1,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,1,1
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,2,2
101,1977,2,2
102,1977,1,2
103,1977,2,2
94,1977,1,6
98,1977,1,6
92,1977,1,6
95,1977,1,6
99,1977,1,6
100,1977,NA,6
101,1977,1,6
102,1977,1,6
103,1977,1,6
94,1977,2,9
98,1977,2,9
92,1977,2,9
95,1977,2,9
99,1977,2,9
100,1977,2,9
101,1977,2,9
102,1977,2,9
103,1977,2,9
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,2,8
103,1977,NA,8
99,1977,1,10
92,1977,1,10
94,1977,1,10
95,1977,2,10
98,1977,1,10
100,1977,2,10
101,1977,1,10
102,1977,1,10
103,1977,1,10
94,1977,1,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,2,12
98,1977,2,12
92,1977,2,12
95,1977,2,12
99,1977,2,12
100,1977,NA,12
101,1977,1,12
102,1977,2,12
103,1977,2,12
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,NA,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,2,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,NA,1
101,1977,2,1
102,1977,2,1
103,1977,2,1
94,1977,1,8
98,1977,1,8
92,1977,2,8
95,1977,1,8
99,1977,1,8
100,1977,NA,8
101,1977,1,8
102,1977,1,8
103,1977,2,8
99,1977,1,2
92,1977,2,2
94,1977,1,2
95,1977,1,2
98,1977,NA,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,2,1
94,1977,1,12
98,1977,1,12
92,1977,1,12
95,1977,1,12
99,1977,1,12
100,1977,1,12
101,1977,1,12
102,1977,1,12
103,1977,1,12
94,1977,2,7
98,1977,1,7
92,1977,1,7
95,1977,2,7
99,1977,2,7
100,1977,NA,7
101,1977,1,7
102,1977,2,7
103,1977,2,7
94,1977,1,4
98,1977,2,4
92,1977,2,4
95,1977,1,4
99,1977,1,4
100,1977,2,4
101,1977,1,4
102,1977,1,4
103,1977,1,4
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,1,2
100,1977,2,2
101,1977,2,2
102,1977,1,2
103,1977,1,2
99,1977,2,10
92,1977,1,10
94,1977,2,10
95,1977,2,10
98,1977,1,10
100,1977,2,10
101,1977,2,10
102,1977,1,10
103,1977,2,10
94,1977,1,2
98,1977,2,2
92,1977,NA,2
95,1977,1,2
99,1977,2,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
99,1977,1,2
92,1977,1,2
94,1977,1,2
95,1977,1,2
98,1977,NA,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,2,1
103,1977,2,1
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,NA,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,1,1
98,1977,2,1
92,1977,2,1
95,1977,1,1
99,1977,1,1
100,1977,NA,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,1,2
98,1977,2,2
92,1977,2,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
94,1977,1,1
98,1977,1,1
92,1977,NA,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,1,1
98,1977,2,1
92,1977,NA,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,2,1
94,1977,2,2
98,1977,2,2
92,1977,NA,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,2,2
102,1977,1,2
103,1977,1,2
94,1977,1,1
98,1977,1,1
92,1977,NA,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,2,9
98,1977,2,9
92,1977,2,9
95,1977,2,9
99,1977,2,9
100,1977,NA,9
101,1977,2,9
102,1977,2,9
103,1977,2,9
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,1,8
99,1977,2,8
100,1977,1,8
101,1977,2,8
102,1977,1,8
103,1977,2,8
94,1977,2,10
98,1977,2,10
92,1977,2,10
95,1977,2,10
99,1977,1,10
100,1977,NA,10
101,1977,2,10
102,1977,1,10
103,1977,2,10
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
94,1977,2,10
98,1977,1,10
92,1977,NA,10
95,1977,1,10
99,1977,2,10
100,1977,NA,10
101,1977,2,10
102,1977,1,10
103,1977,1,10
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,NA,9
101,1977,NA,9
102,1977,1,9
103,1977,1,9
94,1977,2,9
98,1977,2,9
92,1977,2,9
95,1977,2,9
99,1977,2,9
100,1977,2,9
101,1977,2,9
102,1977,2,9
103,1977,2,9
94,1977,1,12
98,1977,1,12
92,1977,1,12
95,1977,2,12
99,1977,1,12
100,1977,1,12
101,1977,1,12
102,1977,1,12
103,1977,2,12
94,1977,1,5
98,1977,2,5
92,1977,2,5
95,1977,2,5
99,1977,1,5
100,1977,1,5
101,1977,1,5
102,1977,1,5
103,1977,2,5
94,1977,2,3
98,1977,2,3
92,1977,2,3
95,1977,2,3
99,1977,2,3
100,1977,NA,3
101,1977,2,3
102,1977,2,3
103,1977,2,3
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,1,2
100,1977,2,2
101,1977,2,2
102,1977,1,2
103,1977,2,2
94,1977,2,8
98,1977,2,8
92,1977,NA,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,2,8
103,1977,2,8
99,1977,1,2
92,1977,NA,2
94,1977,2,2
95,1977,2,2
98,1977,2,2
100,1977,2,2
101,1977,2,2
102,1977,1,2
103,1977,2,2
94,1977,2,8
98,1977,2,8
92,1977,NA,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,2,8
103,1977,2,8
99,1977,1,3
92,1977,2,3
94,1977,1,3
95,1977,2,3
98,1977,2,3
100,1977,1,3
101,1977,1,3
102,1977,2,3
103,1977,1,3
94,1977,2,3
98,1977,2,3
92,1977,NA,3
95,1977,2,3
99,1977,2,3
100,1977,2,3
101,1977,NA,3
102,1977,2,3
103,1977,2,3
94,1977,1,1
98,1977,1,1
92,1977,NA,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,2,4
98,1977,2,4
92,1977,2,4
95,1977,2,4
99,1977,1,4
100,1977,2,4
101,1977,2,4
102,1977,1,4
103,1977,1,4
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,1,10
98,1977,NA,10
92,1977,1,10
95,1977,2,10
99,1977,2,10
100,1977,2,10
101,1977,1,10
102,1977,1,10
103,1977,1,10
99,1977,2,2
92,1977,2,2
94,1977,2,2
95,1977,1,2
98,1977,2,2
100,1977,NA,2
101,1977,2,2
102,1977,2,2
103,1977,2,2
94,1977,2,4
98,1977,2,4
92,1977,1,4
95,1977,1,4
99,1977,2,4
100,1977,2,4
101,1977,1,4
102,1977,2,4
103,1977,2,4
94,1977,1,8
98,1977,1,8
92,1977,1,8
95,1977,1,8
99,1977,1,8
100,1977,1,8
101,1977,1,8
102,1977,1,8
103,1977,1,8
94,1977,1,1
98,1977,2,1
92,1977,2,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,1,2
98,1977,2,2
92,1977,NA,2
95,1977,2,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
94,1977,2,10
98,1977,2,10
92,1977,2,10
95,1977,1,10
99,1977,1,10
100,1977,1,10
101,1977,1,10
102,1977,1,10
103,1977,1,10
94,1977,1,12
98,1977,1,12
92,1977,1,12
95,1977,2,12
99,1977,2,12
100,1977,2,12
101,1977,1,12
102,1977,1,12
103,1977,1,12
94,1977,1,12
98,1977,2,12
92,1977,1,12
95,1977,2,12
99,1977,2,12
100,1977,2,12
101,1977,2,12
102,1977,1,12
103,1977,1,12
94,1977,2,3
98,1977,2,3
92,1977,2,3
95,1977,2,3
99,1977,2,3
100,1977,2,3
101,1977,1,3
102,1977,2,3
103,1977,2,3
94,1977,2,1
98,1977,2,1
92,1977,NA,1
95,1977,2,1
99,1977,2,1
100,1977,1,1
101,1977,2,1
102,1977,1,1
103,1977,1,1
94,1977,1,1
98,1977,1,1
92,1977,1,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,1,1
94,1977,1,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,2,9
94,1977,2,6
98,1977,2,6
92,1977,NA,6
95,1977,2,6
99,1977,2,6
100,1977,2,6
101,1977,2,6
102,1977,1,6
103,1977,2,6
94,1977,1,6
98,1977,1,6
92,1977,NA,6
95,1977,1,6
99,1977,1,6
100,1977,1,6
101,1977,1,6
102,1977,1,6
103,1977,1,6
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,1,1
94,1977,2,9
98,1977,2,9
92,1977,2,9
95,1977,2,9
99,1977,2,9
100,1977,2,9
101,1977,2,9
102,1977,2,9
103,1977,2,9
94,1977,2,1
98,1977,2,1
92,1977,NA,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,2,1
94,1977,NA,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,2,8
101,1977,NA,8
102,1977,1,8
103,1977,1,8
94,1977,2,1
98,1977,2,1
92,1977,NA,1
95,1977,1,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,2,1
94,1977,1,8
98,1977,1,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,2,8
101,1977,1,8
102,1977,1,8
103,1977,1,8
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,2,8
103,1977,2,8
94,1977,1,8
98,1977,2,8
92,1977,NA,8
95,1977,1,8
99,1977,1,8
100,1977,2,8
101,1977,1,8
102,1977,1,8
103,1977,1,8
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,NA,8
102,1977,2,8
103,1977,2,8
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,1,2
100,1977,2,2
101,1977,2,2
102,1977,1,2
103,1977,2,2
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,NA,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,2,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
99,1977,1,8
92,1977,NA,8
94,1977,1,8
95,1977,1,8
98,1977,1,8
100,1977,1,8
101,1977,1,8
102,1977,1,8
103,1977,1,8
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,1,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,2,8
103,1977,2,8
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,NA,1
101,1977,2,1
102,1977,2,1
103,1977,2,1
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,NA,1
101,1977,2,1
102,1977,2,1
103,1977,2,1
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,1,1
100,1977,2,1
101,1977,1,1
102,1977,1,1
103,1977,2,1
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,1,1
101,1977,2,1
102,1977,1,1
103,1977,2,1
94,1977,1,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,1,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,2,1
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,1,8
101,1977,NA,8
102,1977,2,8
103,1977,2,8
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,1,8
101,1977,1,8
102,1977,1,8
103,1977,2,8
94,1977,1,5
98,1977,1,5
92,1977,1,5
95,1977,1,5
99,1977,1,5
100,1977,1,5
101,1977,1,5
102,1977,1,5
103,1977,1,5
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,1,8
101,1977,2,8
102,1977,2,8
103,1977,2,8
94,1977,2,8
98,1977,2,8
92,1977,1,8
95,1977,2,8
99,1977,2,8
100,1977,1,8
101,1977,1,8
102,1977,2,8
103,1977,2,8
99,1977,1,1
92,1977,2,1
94,1977,1,1
95,1977,2,1
98,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,1,1
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,2,8
103,1977,2,8
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,1,9
98,1977,1,9
92,1977,2,9
95,1977,2,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,2,1
103,1977,2,1
94,1977,2,7
98,1977,2,7
92,1977,2,7
95,1977,1,7
99,1977,1,7
100,1977,1,7
101,1977,1,7
102,1977,1,7
103,1977,2,7
94,1977,2,12
98,1977,2,12
92,1977,2,12
95,1977,2,12
99,1977,2,12
100,1977,2,12
101,1977,2,12
102,1977,2,12
103,1977,2,12
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,2,7
98,1977,2,7
92,1977,2,7
95,1977,2,7
99,1977,2,7
100,1977,2,7
101,1977,2,7
102,1977,2,7
103,1977,2,7
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,2,2
101,1977,2,2
102,1977,2,2
103,1977,2,2
94,1977,1,2
98,1977,2,2
92,1977,2,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,2,2
94,1977,2,7
98,1977,2,7
92,1977,2,7
95,1977,2,7
99,1977,1,7
100,1977,2,7
101,1977,2,7
102,1977,1,7
103,1977,2,7
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,2,8
101,1977,2,8
102,1977,1,8
103,1977,2,8
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,2,8
101,1977,2,8
102,1977,1,8
103,1977,2,8
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,1,9
98,1977,2,9
92,1977,2,9
95,1977,1,9
99,1977,2,9
100,1977,1,9
101,1977,2,9
102,1977,1,9
103,1977,1,9
94,1977,2,6
98,1977,2,6
92,1977,2,6
95,1977,1,6
99,1977,1,6
100,1977,2,6
101,1977,1,6
102,1977,1,6
103,1977,2,6
94,1977,1,3
98,1977,NA,3
92,1977,2,3
95,1977,1,3
99,1977,1,3
100,1977,NA,3
101,1977,2,3
102,1977,1,3
103,1977,2,3
94,1977,2,4
98,1977,2,4
92,1977,2,4
95,1977,1,4
99,1977,1,4
100,1977,1,4
101,1977,1,4
102,1977,1,4
103,1977,1,4
94,1977,2,8
98,1977,1,8
92,1977,1,8
95,1977,1,8
99,1977,1,8
100,1977,1,8
101,1977,1,8
102,1977,2,8
103,1977,2,8
94,1977,2,4
98,1977,2,4
92,1977,2,4
95,1977,2,4
99,1977,1,4
100,1977,2,4
101,1977,2,4
102,1977,1,4
103,1977,1,4
94,1977,2,1
98,1977,2,1
92,1977,2,1
95,1977,2,1
99,1977,1,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,2,1
94,1977,2,2
98,1977,2,2
92,1977,2,2
95,1977,2,2
99,1977,2,2
100,1977,2,2
101,1977,2,2
102,1977,1,2
103,1977,1,2
94,1977,1,9
98,1977,1,9
92,1977,1,9
95,1977,1,9
99,1977,1,9
100,1977,1,9
101,1977,1,9
102,1977,1,9
103,1977,1,9
94,1977,1,2
98,1977,2,2
92,1977,2,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,2,2
102,1977,1,2
103,1977,1,2
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,NA,8
101,1977,1,8
102,1977,1,8
103,1977,1,8
99,1977,1,2
92,1977,2,2
94,1977,1,2
95,1977,2,2
98,1977,2,2
100,1977,2,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,NA,8
101,1977,2,8
102,1977,1,8
103,1977,2,8
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,2,8
101,1977,2,8
102,1977,1,8
103,1977,1,8
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,2,8
100,1977,2,8
101,1977,2,8
102,1977,1,8
103,1977,2,8
94,1977,1,2
98,1977,1,2
92,1977,1,2
95,1977,1,2
99,1977,1,2
100,1977,1,2
101,1977,1,2
102,1977,1,2
103,1977,1,2
94,1977,2,1
98,1977,2,1
92,1977,NA,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,2,1
94,1977,2,1
98,1977,2,1
92,1977,NA,1
95,1977,2,1
99,1977,2,1
100,1977,2,1
101,1977,2,1
102,1977,1,1
103,1977,2,1
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,1,8
101,1977,1,8
102,1977,1,8
103,1977,1,8
94,1977,1,8
98,1977,2,8
92,1977,2,8
95,1977,2,8
99,1977,1,8
100,1977,1,8
101,1977,2,8
102,1977,1,8
103,1977,1,8
94,1977,2,3
98,1977,2,3
92,1977,2,3
95,1977,2,3
99,1977,1,3
100,1977,1,3
101,1977,1,3
102,1977,1,3
103,1977,1,3
99,1977,1,1
92,1977,2,1
94,1977,1,1
95,1977,1,1
98,1977,2,1
100,1977,1,1
101,1977,1,1
102,1977,1,1
103,1977,NA,1
94,1978,1,9
98,1978,1,9
92,1978,1,9
95,1978,1,9
99,1978,1,9
100,1978,1,9
101,1978,1,9
102,1978,1,9
103,1978,1,9
94,1978,1,9
98,1978,1,9
92,1978,1,9
95,1978,1,9
99,1978,1,9
100,1978,1,9
101,1978,1,9
102,1978,1,9
103,1978,NA,9
94,1978,1,7
98,1978,2,7
92,1978,2,7
95,1978,2,7
99,1978,1,7
100,1978,1,7
101,1978,1,7
102,1978,1,7
103,1978,1,7
94,1978,2,1
98,1978,2,1
92,1978,2,1
95,1978,2,1
99,1978,1,1
100,1978,2,1
101,1978,1,1
102,1978,1,1
103,1978,2,1
94,1978,2,2
98,1978,2,2
92,1978,2,2
95,1978,1,2
99,1978,1,2
100,1978,1,2
101,1978,1,2
102,1978,1,2
103,1978,2,2
94,1978,1,10
98,1978,NA,10
92,1978,1,10
95,1978,1,10
99,1978,1,10
100,1978,1,10
101,1978,1,10
102,1978,1,10
103,1978,1,10
94,1978,1,2
98,1978,2,2
92,1978,2,2
95,1978,2,2
99,1978,1,2
100,1978,2,2
101,1978,1,2
102,1978,1,2
103,1978,2,2
94,1978,1,2
98,1978,2,2
92,1978,2,2
95,1978,2,2
99,1978,1,2
100,1978,1,2
101,1978,1,2
102,1978,1,2
103,1978,1,2
94,1978,1,9
98,1978,1,9
92,1978,1,9
95,1978,1,9
99,1978,1,9
100,1978,1,9
101,1978,1,9
102,1978,1,9
103,1978,1,9
94,1978,1,4
98,1978,1,4
92,1978,1,4
95,1978,1,4
99,1978,1,4
100,1978,1,4
101,1978,1,4
102,1978,1,4
103,1978,2,4
94,1978,1,1
98,1978,2,1
92,1978,2,1
95,1978,2,1
99,1978,1,1
100,1978,1,1
101,1978,1,1
102,1978,1,1
103,1978,2,1
94,1978,1,2
98,1978,1,2
92,1978,1,2
95,1978,1,2
99,1978,1,2
100,1978,1,2
101,1978,1,2
102,1978,1,2
103,1978,1,2
94,1978,2,12
98,1978,1,12
92,1978,1,12
95,1978,1,12
99,1978,1,12
100,1978,1,12
101,1978,1,12
102,1978,2,12
103,1978,2,12
94,1978,1,1
98,1978,2,1
92,1978,2,1
95,1978,1,1
99,1978,1,1
100,1978,1,1
101,1978,1,1
102,1978,1,1
103,1978,2,1
94,1978,2,8
98,1978,2,8
92,1978,2,8
95,1978,2,8
99,1978,2,8
100,1978,2,8
101,1978,2,8
102,1978,1,8
103,1978,1,8
94,1978,1,2
98,1978,2,2
92,1978,2,2
95,1978,2,2
99,1978,1,2
100,1978,1,2
101,1978,1,2
102,1978,1,2
103,1978,2,2
99,1978,NA,1
92,1978,NA,1
94,1978,NA,1
95,1978,NA,1
98,1978,NA,1
100,1978,NA,1
101,1978,NA,1
102,1978,NA,1
103,1978,NA,1
94,1978,1,9
98,1978,1,9
92,1978,1,9
95,1978,1,9
99,1978,1,9
100,1978,1,9
101,1978,1,9
102,1978,1,9
103,1978,1,9
94,1978,1,1
98,1978,1,1
92,1978,1,1
95,1978,1,1
99,1978,1,1
100,1978,1,1
101,1978,1,1
102,1978,1,1
103,1978,1,1
94,1978,1,8
98,1978,1,8
92,1978,1,8
95,1978,1,8
99,1978,1,8
100,1978,1,8
101,1978,1,8
102,1978,1,8
103,1978,1,8
94,1978,1,9
98,1978,1,9
92,1978,1,9
95,1978,1,9
99,1978,1,9
100,1978,2,9
101,1978,1,9
102,1978,1,9
103,1978,1,9
94,1978,1,9
98,1978,1,9
92,1978,1,9
95,1978,1,9
99,1978,1,9
100,1978,1,9
101,1978,1,9
102,1978,2,9
103,1978,1,9
94,1978,2,2
98,1978,2,2
92,1978,2,2
95,1978,2,2
99,1978,2,2
100,1978,2,2
101,1978,2,2
102,1978,1,2
103,1978,2,2
94,1978,2,5
98,1978,2,5
92,1978,2,5
95,1978,1,5
99,1978,1,5
100,1978,2,5
101,1978,2,5
102,1978,1,5
103,1978,2,5
94,1978,2,3
98,1978,2,3
92,1978,2,3
95,1978,2,3
99,1978,2,3
100,1978,2,3
101,1978,2,3
